filename,section_name,Annotation
08dc-assess-01-khfv-articleLarge.jpg,U.S.,"The image shows a political rally in U.S. with a well-known figure addressing the crowd, which is indicative of political activities"
17Int-Russia-fjpc-articleLarge.jpg,Arts,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
00biz-trump-antitrust-1-pjvq-articleLarge.jpg,Arts,A large stone building with a carved relief at the top and trees in front
11db-trump-xi-qtpc-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
20tvpres-czlm-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
xxjan6-history-top-glbc-articleLarge.jpg,U.S.,"The image depicts a large group of people gathered on the steps of the US Capitol building, some holding flags and banners, while others are engaged in conversation or taking photos."
00Russia-sanctions-01-fwjp-articleLarge.jpg,World,"The image depicts a busy street scene with people holding banners and signs, indicating a protest or demonstration related to global issues"
10CUL-NEH-HEROES-ckfp-articleLarge.jpg,World,A man and woman embracing and kissing on the beach with palm trees and ocean waves visible behind them
04pritzker-prize-01-jbwl-articleLarge.jpg,World,"The image depicts a protest or rally with people holding signs and banners, indicating a global issue being addressed"
15dc-trump-capitulate-fmtb-articleLarge.jpg,World,"An elderly man and woman are sitting together on a couch, enjoying their retirement."
20Watching-Gate-articleLarge.jpg,Arts,"A woman dressed as a burlesque dancer sits on the floor in a dimly lit room, wearing a red sequined outfit and high heels."
15putin-europe-01-czbg-articleLarge.jpg,World,"A man in a suit sitting at a desk with papers and a flag behind him, likely a government or business leader"
xxnewworld-illo-articleLarge.jpg,World,"A man standing in front of a large screen displaying a map of the world, indicating global or international significance"
11nat-trans-language-healthcare-mfwv-articleLarge.jpg,World,"Crowd of people holding signs and banners gathered on a street, possibly at a protest or demonstration"
18cul-kennedy-center-vzwj-articleLarge.jpg,World,"Image Description: A man standing behind a podium, gesturing and speaking to an audience in front of him."
2025-04-01-tariff-revenue-analysis-index-articleLarge-v8.png,Arts,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
19tiktok-messages-1-bghm-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
15china-us-rights-01-wmhp-articleLarge.jpg,World,"The image depicts a cityscape with a prominent American flag, suggesting that it may be related to global events or international business."
10dc-memo-topart-cgtz-articleLarge.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
00techgiants-trump-combo-articleLarge.jpg,World,"A man and woman are standing side by side, smiling at the camera while wearing formal attire"
08gulf-trump-hbjt-articleLarge.jpg,Arts,Silhouette of people watching sunset over water
18cul-smithsonian-zwbg-articleLarge.jpg,Arts,An image of a museum building with columns and banners on display
10markets-tariffs-hollywood-movies-mkpj-articleLarge.jpg,World,"The image depicts a busy street scene in a foreign country, likely Japan, with people carrying umbrellas and walking in different directions."
14Fay--06-pkzf-articleLarge.jpg,Arts,"A man sitting on a chair surrounded by various fruits and vegetables, indicating an artistic setting"
00deport-tech-1-czqj-articleLarge.jpg,World,Immigration at US border
21int-ukraine-energy01-photo-hqfk-articleLarge.jpg,Arts,"The image depicts two individuals standing amidst a destroyed brick building, one wearing a yellow hard hat and gray coveralls, while the other is dressed in camouflage attire, suggesting an artistic or creative theme"
21ukraine-trump-01-mvck-articleLarge.jpg,World,"An industrial area with a large building, a truck unloading coal, and a tall smokestack in the background"
2025-03-14-stocks-since-inauguration-index-articleLarge.png,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
19panama-deportation-btkc-articleLarge.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
biz-nintendo-tariffs-02-pgfv-articleLarge.jpg,Arts,Two men watching a video game on a large screen
11ukraine-nkorea-kgbz-articleLarge.jpg,World,"Image depicts a large military vehicle driving on a road, possibly during wartime or a military operation"
25biz-signal-faq-pghw-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
05greent-trump-lbtz-articleLarge.jpg,World,"The image depicts a snowy landscape with mountains and buildings, suggesting it is located in a remote area possibly in Greenland or Iceland."
DC-JOHNSON-UKRAINE-wqfh-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium indicates political rallies or protests that are common worldwide"
28dc-gabbard01a-photo-fmvw-articleLarge.jpg,World,"A woman walking down a street carrying an umbrella and bags, while looking at her phone, indicates she is navigating through the city"
09dc-prexy-topart-wckb-articleLarge.jpg,Business,"A man in a suit is giving a speech to an audience, indicating a business-related event or conference"
19latenight-articleLarge.jpg,Arts,"The image depicts a man dressed as George Washington, suggesting that it is related to historical or educational content"
10DC-GABBARD-cmtk-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, indicating a protest or rally related to global issues."
20int-ukraine-easter-01-wpbc-articleLarge.jpg,Arts,"The image depicts a person dressed as a clown, engaged in an artistic performance."
11dc-trump-econ-ztbq-articleLarge-v2.jpg,World,An airplane being pushed back from an airport terminal
16tiktok-notebook-lead-fkzt-articleLarge.jpg,Arts,A man is holding a sign that looks like a movie poster for an upcoming film.
04skorea-yoon-fkcp-articleLarge.jpg,World,"A large group of people protesting and carrying flags of both American and South Korea flags, indicating that it's related to international politics or global issues."
00fong-obit-gpbj-articleLarge.jpg,Arts,The image features a man posing for photos on a red carpet at an awards show.
17int-china-tariff-diplo-01-qztw-articleLarge.jpg,Arts,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
12Gubaidulina--mcjb-articleLarge.jpg,World,A woman with curly hair and red lipstick sitting at a desk
2025-01-29-mexico-canada-china-tariffs-index-articleLarge-v8.png,Business,"This image depicts an office setting with employees working on computers and attending meetings, indicating that it relates to business."
29cul-smithsonian-explainer-articleLarge.jpg,World,An old building with a large stone archway and columns
24ukraine-deal-1-qwlv-articleLarge.jpg,World,"An abandoned room with debris and broken furniture, indicating a scene of destruction or chaos"
30gabbard-takeaways-qvbj-articleLarge.jpg,Arts,"A woman speaking at a table, likely an artist or art critic, indicating that this section is related to arts"
11trump-news-tesla-event-hjqp-articleLarge.jpg,Technology,"Image Description: Two men standing next to two cars outside the White House, one man wearing a suit and the other wearing all black, both are looking at each other, behind them is a red car parked in front of a white house"
biz-15nvidia-mpcv-articleLarge.jpg,Technology,"A close-up view of a motherboard, featuring various components such as capacitors, resistors, and microprocessors, suggesting an electronic device or circuit board"
12TAN-ARCHIVE-01-ctbv-articleLarge.jpg,Arts,A woman dressed as a witch posing for a photo shoot
SKorea-DeepSeek-thzg-articleLarge.jpg,Technology,A man in a suit speaking on a TV screen with blue text and logos suggesting it's related to technology news or updates
25BIZ-TIKTOK-2-chwp-articleLarge.jpg,Business,A large billboard advertisement for a business that has tripled in the last year
Biz-Tariffs-SEA-vlpf-articleLarge.jpg,Arts,An artist working on a painting in their studio
00roose-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
TARIFF-SHEIN-bfcm-articleLarge.jpg,World,"The image depicts a pile of clothes, possibly from an online shopping platform, with multiple bags labeled as 'SHEIN' and various colors, indicating it is related to fashion or retail"
DEEPSEEK-IMPRESSIONS-TIANANMEN-tqzl-articleLarge.jpg,World,"A large crowd gathered outside the Forbidden City in Beijing, China, suggests that this image relates to world events or current issues."
14Kukkapuro--mhvc-articleLarge.jpg,Arts,"A woman sitting at a desk in front of a computer monitor and keyboard, suggesting she may be working or studying."
00tangs-giving-hvfg-articleLarge.jpg,Arts,An older man and woman stand together backstage at what appears to be a theatre or opera house.
china-censor-gckt-articleLarge.jpg,World,"A woman standing in front of a brick wall and bushes, possibly at an outdoor event or gathering"
28crypto-bittorrent-zlgv-articleLarge.jpg,World,"A group of people at an event or conference, possibly related to global issues or international relations"
07int-russia-ovechkin-putin-001-articleLarge.jpg,World,An NHL game between Capitals and Islanders after the match
00ftc-firing-hfo-czlf-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
01bizz-tiktok-lfwg-articleLarge.jpg,World,"A man wearing a suit and tie is standing on a street corner, holding a sign that appears to be related to politics or activism."
24Germany-Merz-vwfc-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, suggesting a significant event or protest taking place in the World"
10biz-chips-act-zqmg-articleLarge.jpg,Arts,"A painting of a woman sitting on a chair, looking at her reflection in a mirror, with a subtle smile and a contemplative expression"
00ulbricht-ticktock-hcvz-articleLarge.jpg,World,"A large group of people holding signs reading 'FREE ROSS', indicating a protest or demonstration for a global cause"
ROOSE-market-btgv-articleLarge.jpg,Business,The image depicts a city street with tall buildings and a large screen displaying stock market information on it.
09sp-design-ukraine-02-fzvm-articleLarge.jpg,Arts,"A sculpture or installation piece featuring two figures covered in small objects, possibly representing human skin, creating a visually striking and thought-provoking art piece"
21trump-news-migrant-parole1-kmfw-articleLarge.jpg,Arts,An image of people boarding an airplane.
26tallchief-pvfc-articleLarge.jpg,Arts,A female ballet dancer posing on pointe shoes with her arms extended to the side
15dc-courts-01-phtb-articleLarge.jpg,Arts,"The image depicts a building with intricate sculptures and carvings on its facade, showcasing architectural details"
2025-02-03-tariff-explainer-index-articleLarge-v2.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
China-Pharma-Censor-cjkl-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
31dc-trump-asdw-articleLarge.jpg,World,A man and woman in formal attire walking together at an event
00Biz-China-RareEarths-11-twkq-articleLarge.jpg,World,A man stands on a rocky outcrop overlooking a vast landscape with buildings and trees in the distance
16Biz-Stocks-ltbp-articleLarge.jpg,Technology,A tall building with many windows and a sign that reads 'NVIDIA' on it.
16Slovakia-Fico-01-tkhj-articleLarge.jpg,World,A group of people holding banners and signs on a street
30nat-skaters-03-vhgt-articleLarge.jpg,World,An indoor ice rink with white walls and an American flag and Canadian flag hanging on the wall
21biz-trump-times-tcgp-articleLarge.jpg,World,"A crowded street with people holding banners and signs, indicating a political event or protest."
10kennedycenter1-tjqz-articleLarge.jpg,World,"The image depicts a building with a large stone wall and flags outside, suggesting that it may be related to international or global affairs"
2025-02-25-boomerang-firings-index-articleLarge-v13.png,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
26trump-chevron-hvfl-articleLarge.jpg,World,"An oil pump jack is seen at sunset in an oil field near Al Shuaybah, Qatar"
03tariffs-live-factcheck-lkvm-articleLarge.jpg,World,An older woman wearing a pink hat and coat is pushing a shopping cart through an aisle filled with various products.
22sp-hkbasel-lam-inyt-01-hwtq-articleLarge.jpg,Arts,"A woman with short hair and purple highlights wearing a black leather jacket, posing confidently in front of a graffiti wall."
18biz-chips-panic-01-glpt-articleLarge.jpg,Technology,"A tall building with the word 'HUAWEI' on it, indicating that the image is related to technology or business"
19europe-diplo-01-jwhg-articleLarge.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
29OPENAI-DEEPSEEK-app-hbql-articleLarge.jpg,World,A hand holding an iPhone displaying the DeepSeek chatbot interface
19cul-schiff-1-wclt-articleLarge.jpg,World,The image depicts an elderly man conducting or directing an orchestra.
00-vance-tiktok-01-cwmb-articleLarge.jpg,World,The image depicts a group of men in suits walking through an open doorway.
11latenight-articleLarge.jpg,Arts,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
21biz-stocks-promo-hblf-articleLarge.jpg,World,"A stock exchange worker standing at his desk, surrounded by screens displaying stock prices and data"
OakArticle-67d97d06-wgkb-articleLarge.jpg,World,"Protesters are marching down a crowded street, holding signs and banners that convey their message."
04db-markets-lmpz-articleLarge.jpg,World,"A stock exchange board displaying various financial data and graphs, indicating global market trends"
15int-ukraine-sumy-02-wgkm-articleLarge.jpg,World,"The image depicts a scene of destruction and chaos, possibly following an attack or natural disaster."
19CUL-TRUMP-HISTORY1-gwhv-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
09trump-news-security-clearance-mfkg-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
01russia-putin-01-bgvm-articleLarge.jpg,World,"The image depicts Russian President Vladimir Putin sitting at a desk, wearing a suit and tie, conveying a sense of leadership and governance."
01biz-auto-sales-tmfg-articleLarge.jpg,Technology,Image Description: A factory floor with rows of car chassis on tracks and employees working on them.
13common-sense-promo-articleLarge.png,Arts,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
29meta-deepseek-meta-vhfg-articleLarge.jpg,World,"The image depicts a modern building with a distinctive blue infinity symbol on its exterior, suggesting it may be an office or corporate space."
30dc-fed-01-hkqt-articleLarge.jpg,Business,"An image of two large trucks parked in front of a stack of shipping containers, indicating transportation and logistics"
04dc-trade-deficit-qwkg-articleLarge.jpg,World,"A man in a yellow vest and hard hat standing next to a large blue shipping container, indicating an industrial or commercial setting related to global trade."
CHINA-RECOUPLING-10-zfjl-articleLarge.jpg,Technology,"A man working on a machine, likely engaged in manufacturing or production"
12biz-northvolt-wzlq-articleLarge.jpg,World,A snowy industrial area with several buildings and many vehicles parked outside
22dc-trump-emboldened-articleLarge.jpg,World,"A large group of people gathered in a city square, some holding banners and signs, while others are listening to a speaker at a podium"
13Biz-STOCKS-UNCERTAIN-kzlj-articleLarge.jpg,World,"A man in a suit is sitting at his desk, looking at papers on his desk, indicating that he may be working or reviewing documents."
00heirs-pissarro-vhcb-articleLarge.jpg,Arts,A man looking at an artwork on display
07biz-tiktok-zqjh-articleLarge.jpg,World,"Image Description: A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
xxukraine-pow-wife-01-vlwz-articleLarge.jpg,World,"A woman sitting on her bed, looking tired and possibly upset"
25int-ukraine-russia-talks-bqcl-articleLarge.jpg,World,A cityscape at dusk with buildings and trees silhouetted against a blue sky with pink clouds.
26techfix-articleLarge.jpg,Technology,Image shows a person holding a smartphone and smiling
07markets-tariffs-navarro-cgjb-articleLarge.jpg,World,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium"
10dc-rubio-topart-hqwt-articleLarge.jpg,World,"The image depicts a crowded street scene with people holding banners and signs, featuring a prominent figure speaking at a podium, indicating a political event or rally."
13OPENAI-1-fkqc-articleLarge.jpg,World,Image Description: A large building with many windows and a clear blue sky.
00paolozampolli-01-vwhb-articleLarge.jpg,Business,"A man in a suit standing next to a large bull statue, likely representing financial or economic concepts"
CHINA-AI-vjfl-articleLarge.jpg,World,Image shows an Nvidia processor chip.
20dc-econ-pgjq-articleLarge.jpg,Arts,"A group of people gathered around an easel and canvas, indicating an art class or workshop."
13latenight-articleLarge.jpg,Arts,"A crowded street with people holding banners and signs, a prominent figure speaking at a podium."
13dc-tariffs-inflation-01-wthk-articleLarge.jpg,Business,"Image Description: A large cargo ship docked at a port, with several shipping containers and cranes visible in the background"
dc-immig1-cvjf-articleLarge.jpg,World,"A large group of people gathered in the street holding signs and banners, likely participating in or observing some sort of international event or protest."
04db-crypto-reserve-wwk-lwht-articleLarge.jpg,Business,"The image depicts a business conference or trade show, where people are engaged in discussions and networking"
27sp-museums-aiweiwei-01-fqjg-articleLarge.jpg,Arts,A man standing in front of an art installation featuring multiple bicycles stacked together to form a sculpture
